protein,scaffold,KO,AMG,KO.name,KO.evalue,KO.score,KO.v.score,Pfam,Pfam.name,Pfam.evalue,Pfam.score,Pfam.v.score.x,VOG,VOG.name,VOG.evalue,VOG.score,VOG.v.score.x,total.genes,all.KEGG,KEGG.v.score,all.Pfam,Pfam.v.score.y,all.VOG,VOG.v.score.y,KEGG.int.rep,KEGG.zero,Pfam.int.rep,Pfam.zero,VOG.redoxin,VOG.rec.tran,VOG.int,VOG.RnR,VOG.DNA,KEGG.restriction.check,KEGG.toxin.check,VOG.special,annotation.check,p_v.check,p_k.check,k_v.check,k.check,p.check,v.check,h.check,type,Quality,prophageID,newName
NODE_2_length_386904_cov_26.484222_fragment_2_195,NODE_2_length_386904_cov_26.484222_fragment_2,K00754,,bshA; L-malate glycosyltransferase [EC:2.4.1.-],3.5000000000000004e-54,179.3,0.2,PF00534.20,Glycosyl transferases group 1,8.3e-35,113.4,0.15,VOG00136,sp|Q8QL34|Y335_SIRV1 Uncharacterized glycosyltransferase 335,5.5000000000000006e-17,55.4,2,109,16,33.29,22,51.6,25,122.33,4,2,3,3,0,0,3,0,1,0,0,6,12,3,1,1,2,6,9,75,lysogenic,medium quality draft,MB20-93_prophage5,MB20-93
NODE_2_length_422914_cov_24.771161_fragment_4_173,NODE_2_length_422914_cov_24.771161_fragment_4,K00754,,bshA; L-malate glycosyltransferase [EC:2.4.1.-],4.0999999999999995e-54,179.3,0.2,PF00534.20,Glycosyl transferases group 1,1.2e-34,113.4,0.15,VOG00136,sp|Q8QL34|Y335_SIRV1 Uncharacterized glycosyltransferase 335,8.299999999999999e-17,55.4,2,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_174,NODE_2_length_422914_cov_24.771161_fragment_4,K03606,,wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase,5.699999999999999e-64,211.7,0,PF02397.16,Bacterial sugar transferase,4.6e-59,193.2,0,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_175,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_176,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,PF06082.11,Exopolysaccharide biosynthesis protein YbjH,8e-17,55.3,0,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_177,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_178,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,PF05717.13,IS66 Orf2 like protein,4.6e-13,43.1,0.02,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_179,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,PF03050.14,Transposase IS66 family,1.8e-30,100.4,0.06,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_180,NODE_2_length_422914_cov_24.771161_fragment_4,K07076,,K07076; uncharacterized protein,1.2e-14,49.4,0,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_181,NODE_2_length_422914_cov_24.771161_fragment_4,K09132,,K09132; uncharacterized protein,1.2e-16,56,0.01,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_182,NODE_2_length_422914_cov_24.771161_fragment_4,K19789,,radD; DNA repair protein RadD,1.3999999999999996e-70,233.6,3.7,PF04851.15,"Type III restriction enzyme, res subunit",1.2e-21,71.6,4.63,VOG00935,sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW,1.1999999999999997e-73,242.2,10,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_183,NODE_2_length_422914_cov_24.771161_fragment_4,K14059,,int; integrase,6.6e-21,69.8,7,PF00589.22,Phage integrase family,9.8e-15,48.9,9.33,VOG00041,sp|O10330|VLF1_NPVOP Very late expression factor 1,1.5e-26,87.7,10,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_184,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_185,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,VOG14094,sp|A0A0H3CCP8|SOCA_CAUVN Antitoxin SocA,2.1e-16,54.3,1.24,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_186,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_187,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_188,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_189,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_190,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_191,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_192,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_193,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_194,NODE_2_length_422914_cov_24.771161_fragment_4,K08640,,E3.4.17.14; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14],5e-17,56.9,1.65,PF08291.11,Peptidase M15,1.5e-27,90.1,1.32,VOG00542,REFSEQ hypothetical protein,1.6e-26,87.3,4.28,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_195,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_196,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,VOG00458,REFSEQ hypothetical protein,2.2e-12,40.2,1.82,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_197,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_198,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,PF04860.12,Phage portal protein,2.3999999999999998e-28,93.3,4.78,VOG00236,sp|Q4Z9G3|PORTL_BPTWO Probable portal protein,1.1999999999999999e-19,65,10,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_199,NODE_2_length_422914_cov_24.771161_fragment_4,K06904,,K06904; uncharacterized protein,3.7999999999999996e-44,146.2,2.41,PF04586.17,Caudovirus prohead serine protease,3.4e-30,99.5,1.83,VOG03165,sp|Q6QGD7|PRO_BPT5 Prohead protease,1.8e-39,129.9,10,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_200,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,PF05065.13,Phage capsid family,1.6999999999999999e-35,116.8,5.12,VOG00633,sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17,1.7e-40,133.6,10,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_201,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_202,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_203,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_204,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_205,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_206,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_207,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_208,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,PF04383.13,KilA-N domain,1.1e-13,45.2,0.39,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_209,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_210,NODE_2_length_422914_cov_24.771161_fragment_4,K07741,,antB; anti-repressor protein,1.6e-15,52.8,2.25,PF03374.14,Phage antirepressor protein KilAC domain,1.0000000000000001e-21,71.4,2.71,VOG00572,sp|P19655|ANT_BPP1 Antirepressor protein 1,5.199999999999999e-19,62.7,6.13,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_211,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_212,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_213,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_214,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_215,NODE_2_length_422914_cov_24.771161_fragment_4,K20283,,GOLGA4; golgin subfamily A member 4,3e-15,50,0.03,,,NA,NA,NA,VOG07473,REFSEQ structural protein,2e-53,175.5,0.5,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_216,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_217,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_218,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_219,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_220,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_221,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_222,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_223,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_224,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_225,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_226,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_227,NODE_2_length_422914_cov_24.771161_fragment_4,K04763,,xerD; integrase/recombinase XerD,1.4999999999999998e-28,95.4,2.87,PF13102.6,Phage integrase SAM-like domain,7.000000000000001e-24,78.2,1,VOG00041,sp|O10330|VLF1_NPVOP Very late expression factor 1,4.599999999999999e-34,112.3,10,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_228,NODE_2_length_422914_cov_24.771161_fragment_4,K06909,,xtmB; phage terminase large subunit,1.3999999999999998e-54,180.7,4.5,PF04466.13,Phage terminase large subunit,1.3e-40,133.2,2.4,VOG00381,"sp|P54308|TERL_BPSPP Terminase, large subunit gp2",4.5000000000000004e-17,55.7,8.34,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_229,NODE_2_length_422914_cov_24.771161_fragment_4,K07474,,xtmA; phage terminase small subunit,3.2000000000000003e-20,68.2,2.24,PF03592.16,Terminase small subunit,8.300000000000001e-20,65.8,2.02,VOG02869,sp|P68928|TERS_BPSF6 Terminase small subunit,2.3e-18,61.5,6.92,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_230,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_231,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_232,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_233,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,VOG02581,REFSEQ hypothetical protein,3.4e-24,79.7,0.17,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_234,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,VOG10061,REFSEQ hypothetical protein,1.3999999999999998e-16,54.9,0.39,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_235,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_236,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
NODE_2_length_422914_cov_24.771161_fragment_4_237,NODE_2_length_422914_cov_24.771161_fragment_4,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,93,15,33.230000000000004,20,51.55000000000001,24,122.31,4,2,3,3,0,0,3,0,1,0,0,6,11,3,1,1,2,5,9,61,lysogenic,medium quality draft,MB20-96_prophage1,MB20-96
